epoch,loss,val_rmse_mgdl
1,4.1572761963575315,4942.626370061952
2,2.318964135952485,4658.31134710624
3,1.86052305270464,4918.153684532056
4,1.6723591058682172,5095.535187288927
5,1.4653069942425458,5024.693764513617
6,1.2753530312807133,4759.593565171638
7,1.111057365551973,4435.645532188068
8,0.9387720166108547,4184.255031934197
9,0.7974125574796628,3923.298669447031
10,0.6818023736660297,3691.7174206347177
