LOSS,LOSS_SIM,LOSS_VAL
2.8650740601799707,56.87744903564453,51.60600280761719
1.5750252906041655,53.26491165161133,47.12942886352539
1.3948241245793545,52.536354064941406,46.50755310058594
1.326862928895611,51.36412811279297,45.35935592651367
1.2947806906043076,51.059837341308594,45.225830078125
1.2656068519170105,50.89866638183594,45.448551177978516
1.2510224443486357,49.637142181396484,44.842376708984375
1.232261936890749,47.139862060546875,43.37844467163086
1.2216668862292146,50.3573112487793,45.567466735839844
1.2077953688240806,48.53480911254883,44.77861404418945
1.1918403291561472,48.78019714355469,44.929649353027344
1.1749631304279147,48.323081970214844,44.78594970703125
1.1624948269738926,49.35759735107422,45.58472442626953
1.148862588546964,49.097328186035156,45.529720306396484
