LOSS,LOSS_SIM,LOSS_VAL
0.7103195563988751,39.69560623168945,41.384864807128906
0.5475113656938351,32.39162063598633,36.69938278198242
0.4568023913741661,30.569494247436523,37.3736572265625
0.4198792296620558,30.479944229125977,38.59939193725586
0.3972682742753886,29.883625030517578,40.16175079345703
0.38112387610470644,31.408071517944336,37.912628173828125
0.3694978509493138,29.165630340576172,37.81256103515625
0.36182254594042557,28.726476669311523,38.94232177734375
0.3582322821364425,29.186996459960938,37.85346984863281
0.3542397441814572,27.318357467651367,38.44047164916992
0.351478494875442,28.00230598449707,37.764713287353516
0.34940770158569934,28.753122329711914,37.47233200073242
0.34882719904047005,28.317668914794922,37.3829345703125
0.347208403085234,28.783044815063477,37.73905944824219
0.3445166986658826,29.761472702026367,36.31237030029297
