LOSS,LOSS_SIM,LOSS_VAL
0.5941549711463394,37.098812103271484,35.83260726928711
0.43140189091161807,32.548309326171875,32.30185317993164
0.3743979018561694,31.112022399902344,31.155168533325195
0.3586113119409198,32.46676254272461,32.28772735595703
0.3518909598881881,30.442373275756836,30.585004806518555
0.34838378860228725,31.751428604125977,31.758384704589844
0.34635407249538264,31.0543155670166,31.093454360961914
0.34354910300094255,30.05946159362793,30.239442825317383
0.34242113907726446,31.243488311767578,31.396223068237305
0.3411415938936403,32.263973236083984,32.25174331665039
0.33953121578206824,31.4630184173584,31.763057708740234
0.3381435074368302,31.053241729736328,31.52419090270996
0.3376031465270892,31.42828941345215,31.897735595703125
0.33662390474980197,32.28504180908203,32.57538604736328
