LOSS,LOSS_SIM,LOSS_VAL
0.3820604964413426,29.61579132080078,26.109256744384766
0.21464284868402914,21.5421199798584,20.738618850708008
0.1690318974242969,18.719215393066406,18.836162567138672
0.15031805769350734,17.52812957763672,17.453670501708984
0.14713415652513503,17.089481353759766,16.233285903930664
0.14587149860506707,16.879343032836914,15.984350204467773
0.145066206834533,16.749021530151367,15.862272262573242
0.14435243475086548,16.691999435424805,15.874192237854004
0.14381581954658032,16.61854362487793,15.588698387145996
0.1432243407449939,16.50657081604004,15.35619068145752
0.14275694355301188,16.503755569458008,15.35501766204834
0.1424006446857344,16.41376495361328,15.064471244812012
0.14209690883078357,16.4167537689209,15.054378509521484
0.14219140884551135,16.367389678955078,14.986286163330078
