LOSS,LOSS_SIM,LOSS_VAL
0.4835051123339396,36.60809326171875,31.65969467163086
0.3422661149188092,31.789447784423828,26.65793228149414
0.30768015930812326,29.914508819580078,25.060880661010742
0.2918911889338723,29.194467544555664,24.590190887451172
0.2862560585782859,28.839832305908203,24.297855377197266
0.2835023122255882,28.92144012451172,24.171117782592773
0.2826366314234642,28.540355682373047,24.33416175842285
0.28098817932548703,28.696840286254883,24.148902893066406
0.27949108261811106,28.45847511291504,24.025611877441406
0.27846396836237264,28.576744079589844,24.075008392333984
0.27726027590521213,28.492694854736328,24.27493667602539
0.27545945881086104,27.761890411376953,24.38103675842285
0.27448475332214284,27.443180084228516,24.427122116088867
0.2730099739212739,27.597633361816406,24.572298049926758
0.271334801849566,27.827564239501953,24.41498374938965
0.27018026893503927,27.407739639282227,24.758453369140625
0.26881935655211026,27.582042694091797,24.526599884033203
0.26770611100219655,27.33649253845215,24.43276023864746
0.26627663654858985,27.546710968017578,24.245281219482422
